Country,ISO,submission,submission_label,previous_submission,submission_type,submission_type_label,submission_date,indc_submission,indc_submission_label,pa_status,pa_status_label,pa_ratified,pa_ratified_label,pa_ratified_date,pa_withdraw_date,pa_sign,pa_sign_label,pa_sign_date,ndce_ghg,ndce_compare,ndce_status_2020,ndce_status_2020_label,ndce_statement,ndce_source,ndce_date,nz_status,nz_status_label,nz_source,nz_year,nz_year_label,nz_ghg,nz_ghg_label,nz_sec,nz_sec_label,nz_offset,nz_offset_label,nz_ship,nz_ship_label,nz_separate_net_gross,nz_separate_net_gross_label
Timor-Leste,TLS,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/8/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,8/16/2017,,Yes,Yes,4/22/2016,0.01%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Timor-Leste commits to mitigation actions related to energy, agriculture, transport, forests, and waste. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-11/Timor_Leste%20Updated%20NDC%202022_2030.pdf"">Timor-Leste Updated NDC 2022-2030</a>",11/8/2022,,,,,,,,,,,,,,,
Togo,TGO,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/12/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,6/28/2017,,Yes,Yes,9/19/2016,0.02%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Togo commits to reduce its emissions by 20.51% (unconditional) and a further 30.06% (conditional) compared to BAU by 2030. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/CDN Revis%C3%A9es_Togo_Document int%C3%A9rimaire_rv_11 10 21.pdf"">Togo First NDC (Updated submission)</a>",10/12/2021,,,,,,,,,,,,,,,
Tonga,TON,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,12/9/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Tonga commits to reduce emissions by 13% (16Gg) by 2030 compared to 2006 in energy sector through transition to 70% renewable energy as well as energy efficiency measures. Tonga also commits to targets and measures in AFOLU and waste sectors as well as three adaptation targets.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%27s%20Second%20NDC.pdf"">Tonga Second NDC</a>",12/9/2020,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Only First NDC,Only First NDC,,First NDC,First NDC,2/22/2018,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,2/22/2018,,Yes,Yes,4/22/2016,0.06%,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/10/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,2/10/2017,,Yes,Yes,4/22/2016,0.08%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"Tunisia commits to reducing its carbon intensity to 45% (27% unconditional, 18% conditional) by 2030 relative to 2010 levels. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-08/CDN%20-%20Updated%20-english%20version.pdf"">Tunisia First NDC (Updated submission)</a>",10/10/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/Strat%C3%A9gie%20de%20d%C3%A9veloppement%20neutre%20en%20carbone%20et%20r%C3%A9silient%20-%20Tunisie.pdf"">Strategy of Carbon Neutral and Resilient Development to Climate Change at the 2050 Horizon</a> (11/1/22)",2050,2050 as Target Year,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only 
Turkey,TUR,Only First NDC,Only First NDC,,First NDC,First NDC,10/11/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/11/2021,,Yes,Yes,4/22/2016,0.92%,,,,,,,In Political Pledge,Net-zero Target in Political Pledge,"<a href=""https://www.facebook.com/watch/?v=1331280787337605"">Presidential press conference</a> (9/27/2021)",2053,Target Year After 2050,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only 
Turkmenistan,TKM,Only First NDC,Only First NDC,,First NDC,First NDC,10/21/2016,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/20/2016,,Yes,Yes,9/23/2016,0.32%,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,Only First NDC,Only First NDC,,First NDC,First NDC,4/22/2016,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.00%,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,9/12/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.12%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Uganda commits to reducing its emissions by 24.7% compared to a BAU scenario, of which 5.9% is unconditional.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-09/Updated%20NDC%20_Uganda_2022%20Final.pdf"">Uganda's Updated NDC</a>",9/12/2022,,,,,,,,,,,,,,,
Ukraine,UKR,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/30/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/19/2016,,Yes,Yes,4/22/2016,0.44%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Ukraine commits to reduce net GHG emissions by 65% by 2030 compared to 1990 levels.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine NDC_July 31.pdf"">Ukraine First NDC (Updated submission)</a>",7/30/2021,In Political Pledge (11/1/2021); In Policy Document (7/31/2021),Net-zero Target in Policy Document,"<a href=""https://unfccc-cop26.streamworld.de/webcast/national-statements"">Speech during COP26 World Leaders Summit</a> (11/1/2021)<br><a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20NDC_July%2031.pdf"">Updated Nationally Determined Contribution of Ukraine to the Paris Agreement</a> (7/31/2021)",2060,Target Year After 2050,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
United Arab Emirates,ARE,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,9/14/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.49%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,The UAE commits to reducing its emissions by 31% by 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-09/UpdateNDC-EN-2022.pdf"">Updated Second Nationally Determined Contribution of the United Arab Emirates</a>",9/14/2022,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://u.ae/en/information-and-services/environment-and-energy/climate-change/theuaesresponsetoclimatechange"">UAE Net Zero 2050</a> (10/07/2021)",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
United Kingdom,GBR,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,9/22/2022,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/18/2016,,Yes,Yes,4/22/2016,0.86%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The UK commits to reduce economy-wide greenhouse gas emissions by at least 68% by 2030, compared to 1990 levels.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-09/UK%20NDC%20ICTU%202022.pdf"">The UK's Updated 2030 Nationally Determined Contribution</a>",9/22/2022,"In Policy Document (12/11/2020, 10/19/2021); In Law (6/26/2019)",Net-zero Target in Law,"<a href=""https://unfccc.int/sites/default/files/resource/UK%20Net%20Zero%20Strategy%20-%20Build%20Back%20Greener.pdf"">Long-term strategy</a> (10/19/2021); <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Kingdom%20of%20Great%20Britain%20and%20Northern%20Ireland%20First/UK%20Nationally%20Determined%20Contribution.pdf"">UK Updated First NDC</a> (12/11/2020); <a href=""http://www.legislation.gov.uk/uksi/2019/1056/made"">The Climate Change Act 2008 (2050 Target Amendment) Order 2019</a> (6/26/2019)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Included,International Offsets Included,International Shipping and Aviation Included,International Shipping and Aviation Included,Net Target Only,Net Target Only
United Republic of Tanzania,TZA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/29/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,5/18/2018,,Yes,Yes,4/22/2016,0.31%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Tanzania commits to reduce GHG emissions by 30-35% by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/TANZANIA_NDC_SUBMISSION_30 JULY 2021.pdf"">Tanzania First NDC (Updated submission)</a>",7/29/2021,,,,,,,,,,,,,,,
United States of America,USA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,4/21/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,1/20/2021,,Yes,Yes,4/22/2016,11.60%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,United States commits to reduce net GHG emissions by 50-52% by 2030 compared to 2005 levels.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/United States NDC April 21 2021 Final.pdf"">USA First NDC (After rejoining the Paris Agreement)</a>",4/21/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/US-LongTermStrategy-2021.pdf"">The Long-term Strategy of the United States</a> (11/1/21); <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20States%20of%20America%20First/United%20States%20NDC%20April%2021%202021%20Final.pdf"">Updated First NDC</a> (4/22/2021); <br><a href=""https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/"">Executive Order on Tackling the Climate Crisis at Home and Abroad</a> (1/27/2021)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Not Included,International Offsets Not Included,International Shipping and Aviation Not Included,International Shipping and Aviation Not Included,Net Target Only,Net Target Only
Uruguay,URY,Only First NDC,Only First NDC,INDC,First NDC,First NDC,11/10/2017,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/19/2016,,Yes,Yes,4/22/2016,0.07%,,,,,,,In Policy Document (12/28/2021); In Political Pledge (12/12/2020),Net-zero Target in Policy Document,"<ahref=""https://unfccc.int/sites/default/files/resource/URY_LTS_Dec2021.pdf"">Estrategia Climatica de Largo Plazo de Uruguay </a> (12/28/2021); <a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020) ",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Uzbekistan,UZB,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/30/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/9/2018,,Yes,Yes,4/19/2017,0.37%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Uzbekistan commits to reduce specific emissions per unit of GDP by 35% by 2030 compared to 2010 levels.  ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Uzbekistan_Updated NDC_2021_EN.pdf"">Uzbekistan First NDC (Updated submission)</a>",10/30/2021,,,,,,,,,,,,,,,
Vanuatu,VUT,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,8/9/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"Vanuatu commits to activity-based mitigation targets, sectoral and policy targets related to electricity generation, transport, buildings, tourism, AFOLU, and waste.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-08/Vanuatu%20NDC%20Revised%20and%20Enhanced.pdf"">Vanuatu NDC Revised and Enhanced</a>",8/9/2022,,,,,,,,,,,,,,,
Venezuela,VEN,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/9/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,7/21/2017,,Yes,Yes,4/22/2016,0.60%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Venezuela commits to reducing its emissions by 20% by 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Actualizacion NDC Venezuela.pdf"">Venezuela (Bolivarian Republic of) First NDC (Updated submission)</a>",11/9/2021,,,,,,,,,,,,,,,
Vietnam,VNM,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/9/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/3/2016,,Yes,Yes,4/22/2016,0.88%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Vietnam commits to reducing its emissions by 15.8% (unconditional) and by 43.5% (conditional) by 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-11/Viet%20Nam_NDC_2022_Eng.pdf"">Vietnam NDC 2022</a>",11/9/2022,In Political Pledge,Net-zero Target in Political Pledge,"<a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-of-"">Speech during COP26 World Leaders Summit</a> (11/1/2021) ",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Yemen,YEM,Only INDC,Only INDC,,INDC,INDC,11/23/2015,INDC Submitted,INDC Submitted,Signed Agreement,Signed Agreement,No,No,,,Yes,Yes,9/23/2016,0.05%,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/29/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,12/9/2016,,Yes,Yes,9/20/2016,0.18%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Zambia commits to reduce its GHG emissions conditionally by at least 25% (under limited international support) and towards 47% (with substantial international support) compared to 2010 levels.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Final Zambia_Revised and Updated_NDC_2021_.pdf"">Zambia First NDC (Updated submission)</a>",7/29/2021,,,,,,,,,,,,,,,
Zimbabwe,ZWE,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,9/24/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,8/7/2017,,Yes,Yes,4/22/2016,0.24%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"Zimbabwe commits to reduce its per capita GHG emissions by 40% relative to BAU by 2030, conditional on international support. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Zimbabwe Revised Nationally Determined Contribution 2021 Final.pdf"">Zimbabwe First NDC (Updated submission)</a>",9/24/2021,,,,,,,,,,,,,,,
